#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT001309025.1|SAMN28450101|GCA_023439905.1|Salmonella enterica||FDA1188968-S001-014|Pathogen: environmental/food/other	1188968-S001-014	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223879	GCA_023439905.1	Contig	425497	4970882	36	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450101	"CFSAN122968"",""FDA1188968-S001-014"",""SRS13018257"	FDA	2022-04-28	environmental/other	33348998	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-014	NULL	GenomeTrakr	PDT001309025.1	2022-05-16	28901	ABGFXD	ABGFXD000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309026.1|SAMN28450236|GCA_023439845.1|Salmonella enterica||FDA1188968-S001-020|Pathogen: environmental/food/other	1188968-S001-020	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223880	GCA_023439845.1	Contig	47883	4950577	209	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450236	"CFSAN122974"",""FDA1188968-S001-020"",""SRS13018258"	FDA	2022-04-28	environmental/other	33348918	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-020	NULL	GenomeTrakr	PDT001309026.1	2022-05-16	28901	ABGFXB	ABGFXB000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309034.1|SAMN28450515|GCA_023438585.1|Salmonella enterica||FDA1188968-S003-001|Pathogen: environmental/food/other	1188968-S003-001	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223891	GCA_023438585.1	Contig	56332	4694908	177	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450515	"CFSAN122975"",""FDA1188968-S003-001"",""SRS13018268"	FDA	2022-04-28	environmental/other	33347678	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-001	NULL	GenomeTrakr	PDT001309034.1	2022-05-16	28901	ABGFXA	ABGFXA000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309035.1|SAMN28450085|GCA_023438485.1|Salmonella enterica||FDA1188968-S001-015|Pathogen: environmental/food/other	1188968-S001-015	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223892	GCA_023438485.1	Contig	391265	4971737	42	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450085	"CFSAN122969"",""FDA1188968-S001-015"",""SRS13018270"	FDA	2022-04-28	environmental/other	33347578	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-015	NULL	GenomeTrakr	PDT001309035.1	2022-05-16	28901	ABGFWZ	ABGFWZ000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309036.1|SAMN28450357|GCA_023438555.1|Salmonella enterica||FDA1188968-S003-005|Pathogen: environmental/food/other	1188968-S003-005	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223893	GCA_023438555.1	Contig	58589	4721957	168	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450357	"CFSAN122979"",""FDA1188968-S003-005"",""SRS13018271"	FDA	2022-04-28	environmental/other	33347638	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-005	NULL	GenomeTrakr	PDT001309036.1	2022-05-16	28901	ABGFWY	ABGFWY000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309037.1|SAMN28450359|GCA_023438465.1|Salmonella enterica||FDA1188968-S003-012|Pathogen: environmental/food/other	1188968-S003-012	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223894	GCA_023438465.1	Contig	66246	4694960	150	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450359	"CFSAN122986"",""FDA1188968-S003-012"",""SRS13018272"	FDA	2022-04-28	environmental/other	33347548	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-012	NULL	GenomeTrakr	PDT001309037.1	2022-05-16	28901	ABGFWX	ABGFWX000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309038.1|SAMN28450509|GCA_023438405.1|Salmonella enterica||FDA1188968-S001-002|Pathogen: environmental/food/other	1188968-S001-002	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223895	GCA_023438405.1	Contig	370237	5257252	77	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450509	"CFSAN122956"",""FDA1188968-S001-002"",""SRS13018273"	FDA	2022-04-28	environmental/other	33347498	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-002	NULL	GenomeTrakr	PDT001309038.1	2022-05-16	28901	ABGFWW	ABGFWW000000000.1	NULL	NULL	"serotype=Gaminara"",""antigen_formula=16:d:1,7"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309039.1|SAMN28450519|GCA_023441995.1|Salmonella enterica||FDA1188968-S001-001|Pathogen: environmental/food/other	1188968-S001-001	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223896	GCA_023441995.1	Contig	425497	4997408	38	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450519	"CFSAN122955"",""FDA1188968-S001-001"",""SRS13018274"	FDA	2022-04-28	environmental/other	33351058	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-001	NULL	GenomeTrakr	PDT001309039.1	2022-05-16	28901	ABGFXX	ABGFXX000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309040.1|SAMN28450346|GCA_023438385.1|Salmonella enterica||FDA1188968-S003-007|Pathogen: environmental/food/other	1188968-S003-007	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19223897	GCA_023438385.1	Contig	61586	4710234	139	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450346	"CFSAN122981"",""FDA1188968-S003-007"",""SRS13018275"	FDA	2022-04-28	environmental/other	33347478	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-007	NULL	GenomeTrakr	PDT001309040.1	2022-05-16	28901	ABGFWV	ABGFWV000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309041.1|SAMN28450522|GCA_023438335.1|Salmonella enterica||FDA1188968-S003-003|Pathogen: environmental/food/other	1188968-S003-003	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224003	GCA_023438335.1	Contig	66221	4719812	138	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450522	"CFSAN122977"",""FDA1188968-S003-003"",""SRS13018429"	FDA	2022-04-28	environmental/other	33347418	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-003	NULL	GenomeTrakr	PDT001309041.1	2022-05-16	28901	ABGFWU	ABGFWU000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309042.1|SAMN28450525|GCA_023438285.1|Salmonella enterica||FDA1188968-S001-009|Pathogen: environmental/food/other	1188968-S001-009	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224004	GCA_023438285.1	Contig	425497	4968661	37	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450525	"CFSAN122963"",""FDA1188968-S001-009"",""SRS13018430"	FDA	2022-04-28	environmental/other	33347378	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-009	NULL	GenomeTrakr	PDT001309042.1	2022-05-16	28901	ABGFWT	ABGFWT000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309043.1|SAMN28450517|GCA_023438185.1|Salmonella enterica||FDA1188968-S003-002|Pathogen: environmental/food/other	1188968-S003-002	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224005	GCA_023438185.1	Contig	56529	4682007	184	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450517	"CFSAN122976"",""FDA1188968-S003-002"",""SRS13018431"	FDA	2022-04-28	environmental/other	33347278	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-002	NULL	GenomeTrakr	PDT001309043.1	2022-05-16	28901	ABGFWS	ABGFWS000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309044.1|SAMN28450352|GCA_023441945.1|Salmonella enterica||FDA1188968-S001-006|Pathogen: environmental/food/other	1188968-S001-006	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224006	GCA_023441945.1	Contig	400888	4983593	38	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450352	"CFSAN122960"",""FDA1188968-S001-006"",""SRS13018432"	FDA	2022-04-28	environmental/other	33351038	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-006	NULL	GenomeTrakr	PDT001309044.1	2022-05-16	28901	ABGFXY	ABGFXY000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309045.1|SAMN28450354|GCA_023438225.1|Salmonella enterica||FDA1188968-S001-003|Pathogen: environmental/food/other	1188968-S001-003	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224007	GCA_023438225.1	Contig	400892	4972796	39	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450354	"CFSAN122957"",""FDA1188968-S001-003"",""SRS13018433"	FDA	2022-04-28	environmental/other	33347318	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-003	NULL	GenomeTrakr	PDT001309045.1	2022-05-16	28901	ABGFWR	ABGFWR000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309046.1|SAMN28450348|GCA_023438205.1|Salmonella enterica||FDA1188968-S003-006|Pathogen: environmental/food/other	1188968-S003-006	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224060	GCA_023438205.1	Contig	71070	4722778	131	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450348	"CFSAN122980"",""FDA1188968-S003-006"",""SRS13018458"	FDA	2022-04-28	environmental/other	33347298	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-006	NULL	GenomeTrakr	PDT001309046.1	2022-05-16	28901	ABGFWP	ABGFWP000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309047.1|SAMN28450344|GCA_023438105.1|Salmonella enterica||FDA1188968-S001-005|Pathogen: environmental/food/other	1188968-S001-005	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224061	GCA_023438105.1	Contig	370237	5207151	72	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450344	"CFSAN122959"",""FDA1188968-S001-005"",""SRS13018456"	FDA	2022-04-28	environmental/other	33347188	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-005	NULL	GenomeTrakr	PDT001309047.1	2022-05-16	28901	ABGFWQ	ABGFWQ000000000.1	NULL	NULL	"serotype=Gaminara"",""antigen_formula=16:d:1,7"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309048.1|SAMN28450527|GCA_023438045.1|Salmonella enterica||FDA1188968-S001-010|Pathogen: environmental/food/other	1188968-S001-010	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224062	GCA_023438045.1	Contig	431408	5005502	36	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450527	"CFSAN122964"",""FDA1188968-S001-010"",""SRS13018642"	FDA	2022-04-28	environmental/other	33347138	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-010	NULL	GenomeTrakr	PDT001309048.1	2022-05-16	28901	ABGFWN	ABGFWN000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309049.1|SAMN28450512|GCA_023438005.1|Salmonella enterica||FDA1188968-S003-004|Pathogen: environmental/food/other	1188968-S003-004	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224103	GCA_023438005.1	Contig	58864	4697625	163	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450512	"CFSAN122978"",""FDA1188968-S003-004"",""SRS13018683"	FDA	2022-04-28	environmental/other	33347098	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-004	NULL	GenomeTrakr	PDT001309049.1	2022-05-16	28901	ABGFWO	ABGFWO000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309050.1|SAMN28450530|GCA_023438025.1|Salmonella enterica||FDA1188968-S001-004|Pathogen: environmental/food/other	1188968-S001-004	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224121	GCA_023438025.1	Contig	405721	4971461	40	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450530	"CFSAN122958"",""FDA1188968-S001-004"",""SRS13018701"	FDA	2022-04-28	environmental/other	33347128	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-004	NULL	GenomeTrakr	PDT001309050.1	2022-05-16	28901	ABGFWL	ABGFWL000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309051.1|SAMN28450588|GCA_023437985.1|Salmonella enterica||FDA1188968-S001-008|Pathogen: environmental/food/other	1188968-S001-008	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224122	GCA_023437985.1	Contig	370237	5233621	74	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450588	"CFSAN122962"",""FDA1188968-S001-008"",""SRS13018702"	FDA	2022-04-28	environmental/other	33347078	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-008	NULL	GenomeTrakr	PDT001309051.1	2022-05-16	28901	ABGFWM	ABGFWM000000000.1	NULL	NULL	"serotype=Gaminara"",""antigen_formula=16:d:1,7"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309052.1|SAMN28450735|GCA_023437965.1|Salmonella enterica||FDA1188968-S001-007|Pathogen: environmental/food/other	1188968-S001-007	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224123	GCA_023437965.1	Contig	405910	5004181	40	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450735	"CFSAN122961"",""FDA1188968-S001-007"",""SRS13018703"	FDA	2022-04-28	environmental/other	33347058	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S001-007	NULL	GenomeTrakr	PDT001309052.1	2022-05-16	28901	ABGFWH	ABGFWH000000000.1	NULL	NULL	"serotype=Rubislaw"",""antigen_formula=11:r:e,n,x"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	4	cdtB,iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309054.1|SAMN28450738|GCA_023437805.1|Salmonella enterica||FDA1188968-S003-009|Pathogen: environmental/food/other	1188968-S003-009	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224125	GCA_023437805.1	Contig	98138	4734709	100	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450738	"CFSAN122983"",""FDA1188968-S003-009"",""SRS13018705"	FDA	2022-04-28	environmental/other	33346888	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-009	NULL	GenomeTrakr	PDT001309054.1	2022-05-16	28901	ABGFWG	ABGFWG000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001309055.1|SAMN28450591|GCA_023437855.1|Salmonella enterica||FDA1188968-S003-010|Pathogen: environmental/food/other	1188968-S003-010	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19224198	GCA_023437855.1	Contig	72105	4738014	132	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28450591	"CFSAN122984"",""FDA1188968-S003-010"",""SRS13018917"	FDA	2022-04-28	environmental/other	33346938	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-16	FDA1188968-S003-010	NULL	GenomeTrakr	PDT001309055.1	2022-05-16	28901	ABGFWI	ABGFWI000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT001315224.1|SAMN28662454|GCA_023553235.1|Salmonella enterica||FDA1188968-S003-008|Pathogen: environmental/food/other	1188968-S003-008	NULL	environmental-water	PAIRED	NULL	NULL	ILLUMINA	SRR19406414	GCA_023553235.1	Contig	80870	4715645	115	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN28662454	"CFSAN122982"",""FDA1188968-S003-008"",""SRS13180809"	FDA	2022-04-28	environmental/other	33541708	USA:FL	NULL	NULL	deuf water	NULL	sample:SEP_00042| water:CHEBI_15377	NULL	NULL	Salmonella enterica	NULL	Environmental	28901	CFSAN	2022-05-25	FDA1188968-S003-008	NULL	GenomeTrakr	PDT001315224.1	2022-05-25	28901	ABGJKR	ABGJKR000000000.1	NULL	NULL	"serotype=Anatum"",""antigen_formula=3,10:e,h:1,6"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	4	arsD=HMM,asr=HMM,golS,golT	3	iroB,iroC,sinH	3.10.24	2022-04-04.1	COMBINED	1
PDT000001530.3|SAMN02345567|GCA_004226265.1|Salmonella enterica subsp. enterica|Apapa|FAR0004|Pathogen: environmental/food/other	647528	NULL	nuts| seeded vegetables (legumes)	PAIRED	APAX01.0002	NULL	ILLUMINA	SRR1033535	GCA_004226265.1	Contig	413119	4756939	34	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345567	"FAR0004"",""SRS504654"	FDA	2012-05-22	environmental/other	8568698	USA:AR	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FAR0004	Salmonella enterica subsp. enterica	Apapa	Food	28901	CFSAN	2013-11-19	FAR0004	NULL	NULL	PDT000001530.3	2015-02-11	59201	AAADAP	AAADAP000000000.1	NULL	NULL	"serotype=Apapa"",""antigen_formula=45:m,t:-"	0	0	0	0	3	1	NULL	fosA7=PARTIAL,mdsA,mdsB	fosA7=PARTIAL	4	arsD=HMM,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
